Country,WHO_reg,Source,Date,Time,Cases,Deaths,Comments
Gibraltar,Europe,https://twitter.com/GibraltarGov,03/11/2021,16:08,6065,98,
Gibraltar,Europe,https://twitter.com/GibraltarGov,02/11/2021,13:09,6029,98,
Gibraltar,Europe,https://twitter.com/GibraltarGov,01/11/2021,13:53,5997,98,01/12/2021
Israel,Europe,https://t.me/MOHreport,,,,,
Israel,Europe,https://t.me/s/MOHreport,18/11/2021,09:44,,,
Israel,Europe,https://t.me/s/MOHreport,17/11/2021,08:31,,,
Israel,Europe,https://t.me/s/MOHreport,16/11/2021,08:49,,,
Israel,Europe,https://t.me/s/MOHreport,15/11/2021,08:49,,,
Israel,Europe,https://t.me/s/MOHreport,14/11/2021,09:33,,,
Israel,Europe,https://t.me/s/MOHreport,13/11/2021,17:08,,,
Israel,Europe,https://t.me/s/MOHreport,12/11/2021,08:30,,,
Israel,Europe,https://t.me/s/MOHreport,11/11/2021,08:58,,,
Israel,Europe,https://t.me/s/MOHreport,10/11/2021,08:58,,,
Israel,Europe,https://t.me/s/MOHreport,19/11/2021,08:47,,,
Israel,Europe,https://t.me/s/MOHreport,20/11/2021,18:19,,,
Israel,Europe,https://t.me/s/MOHreport,22/11/2021,09:08,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,28/11/2021,16:57,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,27/11/2021,,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,26/11/2021,14:57,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,25/11/2021,15:22,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,24/11/2021,15:03,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,23/11/2021,14:58,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,22/11/2021,15:48,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,21/11/2021,15:45,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,20/11/2021,16:22,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,19/11/2021,15:42,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,18/11/2021,16:06,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,17/11/2021,15:28,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,16/11/2021,15:38,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,15/11/2021,15:57,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,14/11/2021,15:30,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,13/11/2021,16:30,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,12/11/2021,15:25,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,11/11/2021,15:56,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,10/11/2021,16:21,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,09/11/2021,15:22,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,08/11/2021,15:06,,,website
Kosovo,Europe,https://www.facebook.com/IKSHPK,07/11/2021,15:03,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,06/11/2021,15:08,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,05/11/2021,15:14,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,04/11/2021,14:58,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,03/11/2021,16:08,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,02/11/2021,15:03,,,
Kosovo,Europe,https://www.facebook.com/IKSHPK,01/11/2021,15:46,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,14/11/2021,05:06,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,13/11/2021,05:02,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,12/11/2021,04:56,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,11/11/2021,04:25,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,10/11/2021,05:36,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,09/11/2021,04:26,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,08/11/2021,04:19,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,07/11/2021,04:54,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,06/11/2021,03:56,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,05/11/2021,04:37,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,04/11/2021,04:43,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,03/11/2021,04:16,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,02/11/2021,04:05,,,
Kyrgyzstan,Europe,https://t.me/s/RshKRCOV ,01/11/2021,03:55,,,01/12/2021
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,28/11/2021,11:19,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,27/11/2021,10:34,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,26/11/2021,10:37,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,25/11/2021,10:58,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,24/11/2021,10:42,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,23/11/2021,10:41,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,22/11/2021,09:43,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,21/11/2021,10:19,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,20/11/2021,10:40,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,19/11/2021,09:48,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,18/11/2021,10:47,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,17/11/2021,10:56,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,16/11/2021,10:49,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,15/11/2021,10:04,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,14/11/2021,10:28,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,13/11/2021,11:47,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,12/11/2021,12:24,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,11/11/2021,12:47,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,10/11/2021,11:57,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,09/11/2021,11:37,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,08/11/2021,09:57,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,07/11/2021,12:09,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,06/11/2021,10:59,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,05/11/2021,14:24,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,04/11/2021,13:01,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,03/11/2021,11:55,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,02/11/2021,11:32,,,
Latvia,Europe/EUEEA,https://twitter.com/SPKCentrs,01/11/2021,10:37,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,26/11/2021,09:05,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,25/11/2021,14:15,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,24/11/2021,09:01,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,23/11/2021,09:01,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,22/11/2021,09:02,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,19/11/2021,09:02,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,18/11/2021,09:16,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,17/11/2021,09:17,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,16/11/2021,09:30,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,15/11/2021,08:51,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,12/11/2021,08:47,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,11/11/2021,08:54,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,10/11/2021,10:32,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,09/11/2021,08:48,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,08/11/2021,09:59,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,05/11/2021,08:48,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,04/11/2021,08:47,,,
Lithuania,Europe/EUEEA,https://www.facebook.com/sam.lt/ ,03/11/2021,08:56,,,
Luxembourg,Europe/EUEEA,https://www.facebook.com/sante.lu/ ,26/11/2021,14:54,,,
Luxembourg,Europe/EUEEA,https://www.facebook.com/sante.lu/ ,18/11/2021,18:03,,,
Luxembourg,Europe/EUEEA,https://www.facebook.com/sante.lu/ ,12/11/2021,10:07,,,
Luxembourg,Europe/EUEEA,https://www.facebook.com/sante.lu/ ,05/11/2021,06:16,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,28/11/2021,18:49,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,27/11/2021,20:40,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,26/11/2021,19:58,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,25/11/2021,20:33,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,24/11/2021,20:17,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,23/11/2021,19:48,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,22/11/2021,19:39,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,21/11/2021,20:43,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,20/11/2021,20:44,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,19/11/2021,21:18,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,18/11/2021,18:57,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,17/11/2021,18:49,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,16/11/2021,20:38,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,15/11/2021,19:43,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,14/11/2021,21:06,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,13/11/2021,19:42,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,12/11/2021,19:08,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,11/11/2021,19:13,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,10/11/2021,19:39,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,09/11/2021,19:57,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,08/11/2021,21:05,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,07/11/2021,20:45,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,06/11/2021,19:17,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,05/11/2021,20:18,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,04/11/2021,20:13,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,03/11/2021,19:25,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,02/11/2021,19:08,,,
Monaco,Europe,https://twitter.com/GvtMonaco ,01/11/2021,19:47,,,
Montenegro,Europe,https://twitter.com/ijzcg ,28/11/2021,15:28,,,
Montenegro,Europe,https://twitter.com/ijzcg ,27/11/2021,15:33,,,
Montenegro,Europe,https://twitter.com/ijzcg ,26/11/2021,15:24,,,
Montenegro,Europe,https://twitter.com/ijzcg ,25/11/2021,15:59,,,
Montenegro,Europe,https://twitter.com/ijzcg ,24/11/2021,15:06,,,
Montenegro,Europe,https://twitter.com/ijzcg ,23/11/2021,15:15,,,
Montenegro,Europe,https://twitter.com/ijzcg ,22/11/2021,15:40,,,
Montenegro,Europe,https://twitter.com/ijzcg ,21/11/2021,15:52,,,
Montenegro,Europe,https://twitter.com/ijzcg ,20/11/2021,15:45,,,
Montenegro,Europe,https://twitter.com/ijzcg ,19/11/2021,16:02,,,
Montenegro,Europe,https://twitter.com/ijzcg ,18/11/2021,15:47,,,
Montenegro,Europe,https://twitter.com/ijzcg ,17/11/2021,15:20,,,
Montenegro,Europe,https://twitter.com/ijzcg ,16/11/2021,16:20,,,
Montenegro,Europe,https://twitter.com/ijzcg ,15/11/2021,15:20,,,
Montenegro,Europe,https://twitter.com/ijzcg ,14/11/2021,15:50,,,
Montenegro,Europe,https://twitter.com/ijzcg ,13/11/2021,15:39,,,
Montenegro,Europe,https://twitter.com/ijzcg ,12/11/2021,15:33,,,
Montenegro,Europe,https://twitter.com/ijzcg ,11/11/2021,15:32,,,
Montenegro,Europe,https://twitter.com/ijzcg ,10/11/2021,15:44,,,
Montenegro,Europe,https://twitter.com/ijzcg ,09/11/2021,15:31,,,
Montenegro,Europe,https://twitter.com/ijzcg ,08/11/2021,15:25,,,
Montenegro,Europe,https://twitter.com/ijzcg ,07/11/2021,15:30,,,
Montenegro,Europe,https://twitter.com/ijzcg ,06/11/2021,15:34,,,
Montenegro,Europe,https://twitter.com/ijzcg ,05/11/2021,15:33,,,
Montenegro,Europe,https://twitter.com/ijzcg ,04/11/2021,15:21,,,
Montenegro,Europe,https://twitter.com/ijzcg ,03/11/2021,16:58,,,
Montenegro,Europe,https://twitter.com/ijzcg ,02/11/2021,15:50,,,
Montenegro,Europe,https://twitter.com/ijzcg ,01/11/2021,15:42,,,
Netherlands,Europe,https://twitter.com/rivm,23/11/2021,15:20,,,
Netherlands,Europe,https://twitter.com/rivm,16/11/2021,16:02,,,
Netherlands,Europe,https://twitter.com/rivm,9/11/2021,15:24,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,28/11/2021,10:00,,,Image
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,27/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,26/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,25/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,24/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,23/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,22/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,21/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,20/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,19/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,18/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,17/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,16/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,15/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,14/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,13/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,12/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,11/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,10/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,09/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,08/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,07/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,06/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,05/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,04/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,03/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,02/11/2021,10:00,,,
Poland,Europe/EUEEA,https://www.facebook.com/MZGOVPL ,01/11/2021,10:00,,,
Romania,Europe/EUEEA,https://www.facebook.com/MinisterulSanatatii/ ,19/11/2021,14:15,,,
Romania,Europe/EUEEA,https://www.facebook.com/MinisterulSanatatii/ ,12/11/2021,14:07,,,
Romania,Europe/EUEEA,https://www.facebook.com/MinisterulSanatatii/ ,05/11/2021,14:38,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,18/11/2021,09:15,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,17/11/2021,09:10,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,16/11/2021,10:10,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,15/11/2021,09:40,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,14/11/2021,09:00,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,13/11/2021,09:30,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,12/11/2021,09:30,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,11/11/2021,09:40,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,10/11/2021,09:45,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,22/11/2021,09:45,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,21/11/2021,09:00,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,20/11/2021,09:10,,,
Russia,Europe,https://t.me/stopcoronavirusrussia,19/11/2021,09:15,,,
San_Marino,Europe,https://www.facebook.com/ISSRSM/ ,26/11/2021,15:14,,,
San_Marino,Europe,https://www.facebook.com/ISSRSM/ ,22/11/2021,16:08,,,
San_Marino,Europe,https://www.facebook.com/ISSRSM/ ,17/11/2021,16:57,,,
San_Marino,Europe,https://www.facebook.com/ISSRSM/ ,15/11/2021,14:36,,,
San_Marino,Europe,https://www.facebook.com/ISSRSM/ ,08/11/2021,14:30,,,
San_Marino,Europe,https://www.facebook.com/ISSRSM/ ,03/11/2021,14:34,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,14/11/2021,07:21,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,13/11/2021,07:20,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,12/11/2021,07:19,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,11/11/2021,07:22,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,10/11/2021,07:21,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,09/11/2021,07:20,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,08/11/2021,07:24,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,07/11/2021,07:20,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,06/11/2021,07:21,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,05/11/2021,07:24,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,04/11/2021,07:22,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,03/11/2021,07:20,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,02/11/2021,07:23,,,
Ukraine,Europe,https://t.me/s/COVID19_Ukraine ,01/11/2021,07:22,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,14/11/2021,06:01,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,13/11/2021,06:02,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,12/11/2021,06:01,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,11/11/2021,06:00,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,10/11/2021,06:03,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,09/11/2021,06:10,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,08/11/2021,06:01,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,07/11/2021,06:00,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,06/11/2021,06:00,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,05/11/2021,06:02,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,04/11/2021,06:03,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,03/11/2021,06:01,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,02/11/2021,06:01,,,
Uzbekistan,Europe,https://t.me/s/ssvuz ,01/11/2021,06:00,,,
